node, book, chapter, verse, language, lex, pred, word_order, tense, stem, type, func
23818,Genesis,42,23,Hebrew,CM<[,,ptc-S,ptca,qal,verb,PreC
23822,Genesis,42,23,Hebrew,LJY[,,S,ptca,hif,subs,Subj
23947,Genesis,42,29,Hebrew,QRH[,,ptc,ptca,qal,verb,PreC
23963,Genesis,42,30,Hebrew,RGL[,,ptc,ptca,piel,verb,PreC
23974,Genesis,42,31,Hebrew,RGL[,HJH[,ptc,ptca,piel,subs,PreC
24031,Genesis,42,34,Hebrew,RGL[,,ptc-S,ptca,piel,verb,PreC
24048,Genesis,42,35,Hebrew,RJQ[,,S-ptc,ptca,hif,verb,PreC
24117,Genesis,42,38,Hebrew,MWT[,,S-ptc,ptca,qal,verb,PreC
24122,Genesis,42,38,Hebrew,C>R[,,S-ptc,ptca,nif,verb,PreC
24190,Genesis,43,4,Hebrew,CLX[,,ptc,ptca,piel,verb,PreC
24202,Genesis,43,5,Hebrew,CLX[,,ptc,ptca,piel,verb,PreC
24365,Genesis,43,12,Hebrew,CWB[,,ptc,ptcp,hof,verb,PreC
24501,Genesis,43,18,Hebrew,CWB[,,ptc,ptca,qal,verb,PreC
24508,Genesis,43,18,Hebrew,BW>[,,S-ptc,ptcp,hof,verb,PreC
24773,Genesis,43,32,Hebrew,>KL[,,ptc,ptca,qal,verb,PreC
25371,Genesis,44,30,Hebrew,QCR[,,S-ptc,ptcp,qal,verb,PreC
25461,Genesis,45,1,Hebrew,NYB[,,ptc,ptca,nif,verb,PreC
25614,Genesis,45,8,Hebrew,MCL[,,ptc,ptca,qal,subs,Objc
25686,Genesis,45,12,Hebrew,R>H[,,S-ptc,ptca,qal,verb,PreC
25694,Genesis,45,12,Hebrew,DBR[,,ptc,ptca,piel,verb,PreC
25887,Genesis,45,23,Hebrew,NF>[,,ptc,ptca,qal,verb,PreC
25894,Genesis,45,23,Hebrew,NF>[,,ptc,ptca,qal,verb,PreC
25941,Genesis,45,26,Hebrew,MCL[,,S-ptc,ptca,qal,verb,PreC
26129,Genesis,46,8,Hebrew,BW>[,,ptc,ptca,qal,verb,PreC
26382,Genesis,46,26,Hebrew,BW>[,,ptc,ptca,qal,verb,PreC
26386,Genesis,46,26,Hebrew,JY>[,,ptc,ptca,qal,verb,PreC
26504,Genesis,46,32,Hebrew,R<H[,,S-ptc,ptca,qal,subs,PreC
26554,Genesis,46,34,Hebrew,R<H[,,ptc,ptca,qal,verb,PreC
26608,Genesis,47,3,Hebrew,R<H[,,ptc-S,ptca,qal,subs,PreC
26837,Genesis,47,14,Hebrew,MY>[,,ptc,ptca,nif,verb,PreC
26850,Genesis,47,14,Hebrew,CBR=[,,S-ptc,ptca,qal,verb,PreC
27310,Genesis,48,1,Hebrew,XLH[,,S-ptc,ptca,qal,verb,PreC
27331,Genesis,48,2,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
27362,Genesis,48,4,Hebrew,PRH[,,ptc,ptca,hif,verb,PtcO
27387,Genesis,48,5,Hebrew,JLD[,,ptc,ptca,nif,verb,PreC
27598,Genesis,48,15,Hebrew,R<H[,,ptc,ptca,qal,verb,PreC
27610,Genesis,48,16,Hebrew,G>L[,,ptc,ptca,qal,verb,PreC
27747,Genesis,48,21,Hebrew,MWT[,,S-ptc,ptca,qal,verb,PreC
27859,Genesis,49,7,Hebrew,>RR[,,ptc-S,ptcp,qal,verb,PreC
27881,Genesis,49,8,Hebrew,>JB[,,S-ptc,ptca,qal,subs,PreC
27908,Genesis,49,10,Hebrew,XQQ[,,S,ptca,piel,subs,Subj
27920,Genesis,49,11,Hebrew,>SR[,,ptc,ptca,qal,verb,PreC
27967,Genesis,49,14,Hebrew,RBY[,,ptc,ptca,qal,verb,PreC
27991,Genesis,49,15,Hebrew,<BD[,HJH[,ptc,ptca,qal,subs,Cmpl
28008,Genesis,49,17,Hebrew,NCK[,,ptc,ptca,qal,verb,PreC
28013,Genesis,49,17,Hebrew,RKB[,NPL[,S,ptca,qal,subs,Subj
28037,Genesis,49,21,Hebrew,CLX[,,S-ptc,ptcp,qal,adjv,PreC
28039,Genesis,49,21,Hebrew,NTN[,,ptc,ptca,qal,verb,PreC
28076,Genesis,49,24,Hebrew,R<H[,,ptc-S,ptca,qal,verb,PreC
28095,Genesis,49,25,Hebrew,RBY[,,ptc,ptca,qal,verb,PreC
28106,Genesis,49,26,Hebrew,HRH[,GBR[,S-ptc,ptca,qal,subs,Cmpl
28162,Genesis,49,29,Hebrew,>SP[,,S-ptc,ptca,nif,verb,PreC
28278,Genesis,50,2,Hebrew,RP>[,YWH[,S-ptc,ptca,qal,subs,Objc
28286,Genesis,50,2,Hebrew,RP>[,XNV[,S,ptca,qal,subs,Subj
28337,Genesis,50,5,Hebrew,MWT[,,S-ptc,ptca,qal,verb,PreC
28449,Genesis,50,11,Hebrew,JCB[,R>H[,S,ptca,qal,subs,Subj
28527,Genesis,50,14,Hebrew,<LH[,,ptc,ptca,qal,verb,PreC
28702,Genesis,50,24,Hebrew,MWT[,,S-ptc,ptca,qal,verb,PreC
28770,Exodus,1,1,Hebrew,BW>[,,ptc,ptca,qal,verb,PreC
28797,Exodus,1,5,Hebrew,JY>[,HJH[,S,ptca,qal,subs,Subj
28875,Exodus,1,10,Hebrew,FN>[,JSP[,S-ptc,ptca,qal,subs,Cmpl
28961,Exodus,1,15,Hebrew,JLD[,>MR[,S-ptc,ptca,piel,subs,Cmpl
29001,Exodus,1,17,Hebrew,JLD[,JR>[,S,ptca,piel,subs,Subj
29025,Exodus,1,18,Hebrew,JLD[,QR>[,S-ptc,ptca,piel,subs,Cmpl
29043,Exodus,1,19,Hebrew,JLD[,>MR[,S,ptca,piel,subs,Subj
29063,Exodus,1,19,Hebrew,JLD[,BW>[,S,ptca,piel,subs,Subj
29071,Exodus,1,20,Hebrew,JLD[,JVB[,S-ptc,ptca,piel,subs,Cmpl
29084,Exodus,1,21,Hebrew,JLD[,JR>[,S,ptca,piel,subs,Subj
29196,Exodus,2,5,Hebrew,HLK[,,S-ptc,ptca,qal,verb,PreC
29226,Exodus,2,6,Hebrew,BKH[,,S,ptca,qal,adjv,Subj
29349,Exodus,2,11,Hebrew,NKH[,,ptc,ptca,hif,verb,PreC
29386,Exodus,2,13,Hebrew,NYH[,,S-ptc,ptca,nif,subs,PreC
29403,Exodus,2,14,Hebrew,CPV[,,S-ptc,ptca,qal,subs,Cmpl
29409,Exodus,2,14,Hebrew,>MR[,,S-ptc,ptca,qal,verb,PreC
29477,Exodus,2,17,Hebrew,R<H[,BW>[,S,ptca,qal,subs,Subj
29509,Exodus,2,19,Hebrew,R<H[,,S-ptc,ptca,qal,subs,Cmpl
29627,Exodus,3,1,Hebrew,R<H[,HJH[,S-ptc-ptc,ptca,qal,verb,PreC
29631,Exodus,3,1,Hebrew,XTN[,HJH[,S-ptc-ptc,ptca,qal,subs,Objc
29667,Exodus,3,2,Hebrew,B<R[,,S-ptc,ptca,qal,verb,PreC
29675,Exodus,3,2,Hebrew,>KL[,,ptc,ptcp,pasq,verb,PreC
29732,Exodus,3,5,Hebrew,<MD[,,S-ptc,ptca,qal,verb,PreC
29777,Exodus,3,7,Hebrew,NGF[,CM<[,ptc,ptca,qal,subs,Adju
29804,Exodus,3,8,Hebrew,ZWB[,,ptc,ptca,qal,adjv,Cmpl
29843,Exodus,3,9,Hebrew,LXY[,,S-ptc,ptca,qal,verb,PreC
29917,Exodus,3,13,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
30014,Exodus,3,16,Hebrew,<FH[,,ptc,ptcp,qal,verb,PreC
30046,Exodus,3,17,Hebrew,ZWB[,<LH[,ptc,ptca,qal,adjv,Cmpl
30113,Exodus,3,20,Hebrew,PL>[,NKH[,ptc,ptca,nif,subs,Cmpl
30148,Exodus,3,22,Hebrew,GWR[,C>L[,S-ptc,ptca,qal,subs,Cmpl
30274,Exodus,4,6,Hebrew,YR<[,,S-ptc,ptcp,pual,verb,PreC
30462,Exodus,4,14,Hebrew,JY>[,,S-ptc,ptca,qal,verb,PreC
30537,Exodus,4,18,Hebrew,XTN[,CWB[,ptc,ptca,qal,subs,Cmpl
30579,Exodus,4,19,Hebrew,BQC[,,ptc,ptca,piel,verb,PreC
30666,Exodus,4,23,Hebrew,HRG[,,S-ptc,ptca,qal,verb,PreC
30925,Exodus,5,6,Hebrew,NGF[,YWH[,S-ptc-ptc,ptca,qal,subs,Objc
30931,Exodus,5,6,Hebrew,CVR[,YWH[,S-ptc-ptc,ptca,qal,subs,Objc
30962,Exodus,5,8,Hebrew,<FH[,,S-ptc,ptca,qal,verb,PreC
30971,Exodus,5,8,Hebrew,RPH[,,ptc-S,ptca,nif,verb,PreC
30976,Exodus,5,8,Hebrew,Y<Q[,,S-ptc,ptca,qal,verb,PreC
31000,Exodus,5,10,Hebrew,NGF[,JY>[,S,ptca,qal,subs,Subj
31004,Exodus,5,10,Hebrew,CVR[,JY>[,S,ptca,qal,subs,Subj
31016,Exodus,5,10,Hebrew,NTN[,,ptc,ptca,qal,verb,PreC
31029,Exodus,5,11,Hebrew,GR<[,,ptc-S,ptca,nif,verb,PreC
31049,Exodus,5,13,Hebrew,NGF[,,S-ptc,ptca,qal,subs,Subj
31050,Exodus,5,13,Hebrew,>WY[,,S-ptc,ptca,qal,verb,PreC
31067,Exodus,5,14,Hebrew,CVR[,NKH[,S,ptca,qal,subs,Subj
31073,Exodus,5,14,Hebrew,NGF[,FJM[,S,ptca,qal,subs,Subj
31093,Exodus,5,15,Hebrew,CVR[,BW>[,S,ptca,qal,subs,Subj
31109,Exodus,5,16,Hebrew,NTN[,,S-ptc,ptca,nif,verb,PreC
31114,Exodus,5,16,Hebrew,>MR[,,ptc,ptca,qal,verb,PreC
31120,Exodus,5,16,Hebrew,NKH[,,S-ptc,ptcp,hof,subs,PreC
31126,Exodus,5,17,Hebrew,RPH[,,ptc-S,ptca,nif,verb,PreC
31128,Exodus,5,17,Hebrew,RPH[,,ptc,ptca,nif,verb,PreC
31132,Exodus,5,17,Hebrew,>MR[,,S-ptc,ptca,qal,verb,PreC
31152,Exodus,5,19,Hebrew,CVR[,R>H[,S,ptca,qal,subs,Subj
31175,Exodus,5,20,Hebrew,NYB[,,ptc,ptca,nif,verb,PreC
31328,Exodus,6,5,Hebrew,<BD[,,S-ptc,ptca,hif,verb,PreC
31358,Exodus,6,6,Hebrew,NVH[,G>L[,ptc,ptcp,qal,adjv,Cmpl
31381,Exodus,6,7,Hebrew,JY>[,,ptc,ptca,hif,verb,PreC
31722,Exodus,6,27,Hebrew,DBR[,,ptc,ptca,piel,verb,PreC
31767,Exodus,6,29,Hebrew,DBR[,,S-ptc,ptca,qal,verb,PreC
31980,Exodus,7,11,Hebrew,KCP[,QR>[,S-ptc,ptca,piel,subs,Cmpl
32036,Exodus,7,15,Hebrew,JY>[,,ptc,ptca,qal,verb,PreC
32093,Exodus,7,17,Hebrew,NKH[,,S-ptc,ptca,hif,verb,PreC
32333,Exodus,7,27,Hebrew,M>N[,,ptc-S,ptca,piel,verb,PreC
32339,Exodus,7,27,Hebrew,NGP[,,S-ptc,ptca,qal,verb,PreC
32739,Exodus,8,16,Hebrew,JY>[,,ptc,ptca,qal,verb,PreC
32755,Exodus,8,17,Hebrew,CLX[,,ptc,ptca,piel,verb,PreC
32759,Exodus,8,17,Hebrew,CLX[,,ptc,ptca,hif,verb,PreC
32799,Exodus,8,18,Hebrew,<MD[,,S-ptc,ptca,qal,verb,PreC
32940,Exodus,8,25,Hebrew,JY>[,,S-ptc,ptca,qal,verb,PreC
33045,Exodus,9,2,Hebrew,M>N[,,ptc-S,ptca,piel,verb,PreC
33051,Exodus,9,2,Hebrew,XZQ[,,ptc,ptca,hif,verb,PreC
33056,Exodus,9,3,Hebrew,HJH[,,S-ptc,ptca,qal,verb,PreC
33203,Exodus,9,9,Hebrew,PRX[,,ptc,ptca,qal,verb,PreC
33230,Exodus,9,10,Hebrew,PRX[,,ptc,ptca,qal,verb,PreC
33314,Exodus,9,14,Hebrew,CLX[,,S-ptc,ptca,qal,verb,PreC
33375,Exodus,9,17,Hebrew,SLL[,,ptc,ptca,hit,verb,PreC
33382,Exodus,9,18,Hebrew,MVR[,,ptc,ptca,hif,verb,PreC
33442,Exodus,9,20,Hebrew,JR>[,,ptc,ptca,qal,verb,PreC
33540,Exodus,9,24,Hebrew,LQX[,,S-ptc,ptca,hit,verb,PreC
33861,Exodus,10,4,Hebrew,M>N[,,ptc-S,ptca,piel,verb,PreC
33868,Exodus,10,4,Hebrew,BW>[,,ptc,ptca,hif,verb,PreC
33894,Exodus,10,5,Hebrew,C>R[,,ptc,ptca,nif,verb,PreC
33906,Exodus,10,5,Hebrew,YMX[,,ptc,ptca,qal,verb,PreC
33995,Exodus,10,8,Hebrew,HLK[,,ptc,ptca,qal,verb,PreC
34052,Exodus,10,11,Hebrew,BQC[,,S-ptc,ptca,piel,verb,PreC
34537,Exodus,11,4,Hebrew,JY>[,,S-ptc,ptca,qal,verb,PreC
34552,Exodus,11,5,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
34850,Exodus,12,9,Hebrew,BCL[,,ptc,ptcp,pual,verb,PreC
34872,Exodus,12,10,Hebrew,JTR[,,ptc,ptca,nif,verb,PreC
34885,Exodus,12,11,Hebrew,XGR[,,S-ptc,ptcp,qal,verb,PreC
35002,Exodus,12,15,Hebrew,>KL[,,ptc,ptca,qal,verb,PreC
35119,Exodus,12,19,Hebrew,>KL[,,ptc-ptc,ptca,qal,verb,PreC
35120,Exodus,12,19,Hebrew,XMY[,,ptc-ptc,ptca,hif,subs,Objc
35139,Exodus,12,20,Hebrew,XMY[,>KL[,ptc,ptca,hif,subs,Objc
35356,Exodus,12,29,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
35395,Exodus,12,30,Hebrew,MWT[,,ptc,ptca,qal,verb,PreC
35453,Exodus,12,33,Hebrew,MWT[,,S-ptc,ptca,qal,verb,PreC
35463,Exodus,12,34,Hebrew,YRR[,,S-ptc,ptcp,qal,verb,PreC
35725,Exodus,12,49,Hebrew,GWR[,,ptc,ptca,qal,verb,PreC
35823,Exodus,13,4,Hebrew,JY>[,,S-ptc,ptca,qal,verb,PreC
35857,Exodus,13,5,Hebrew,ZWB[,,S-ptc,ptca,qal,adjv,Cmpl
36070,Exodus,13,15,Hebrew,ZBX[,,S-ptc,ptca,qal,verb,PreC
36145,Exodus,13,18,Hebrew,XMC[,<LH[,ptc-S,ptcp,qal,adjv,PrAd
36192,Exodus,13,21,Hebrew,HLK[,,S-ptc,ptca,qal,verb,PreC
36269,Exodus,14,3,Hebrew,BWK[,,ptc-S,ptca,nif,adjv,PreC
36346,Exodus,14,7,Hebrew,BXR[,LQX[,ptc,ptcp,qal,adjv,Objc
36371,Exodus,14,8,Hebrew,JY>[,,S-ptc-ptc,ptca,qal,verb,PreC
36374,Exodus,14,8,Hebrew,RWM[,,S-ptc-ptc,ptca,qal,adjv,Adju
36382,Exodus,14,9,Hebrew,XNH[,,ptc,ptca,qal,verb,PreC
36411,Exodus,14,10,Hebrew,NS<[,,S-ptc,ptca,qal,verb,PreC
36557,Exodus,14,17,Hebrew,XZQ[,,ptc,ptca,piel,verb,PreC
36598,Exodus,14,19,Hebrew,HLK[,,ptc,ptca,qal,verb,PreC
36758,Exodus,14,25,Hebrew,LXM[,,S-ptc,ptca,nif,verb,PreC
36803,Exodus,14,27,Hebrew,NWS[,,S-ptc,ptca,qal,verb,PreC
36833,Exodus,14,28,Hebrew,BW>[,,ptc,ptca,qal,verb,PreC
36882,Exodus,14,30,Hebrew,MWT[,,ptc,ptca,qal,verb,PreC
36939,Exodus,15,1,Hebrew,RKB[,RMH[,ptc,ptca,qal,subs,Objc
36990,Exodus,15,6,Hebrew,>DR[,,ptc,ptca,nif,verb,PreC
36997,Exodus,15,6,Hebrew,>JB[,R<Y[,ptc,ptca,qal,subs,Objc
37003,Exodus,15,7,Hebrew,QWM[,HRS[,ptc,ptca,qal,subs,Objc
37019,Exodus,15,8,Hebrew,NZL[,NYB[,S,ptca,qal,subs,Subj
37026,Exodus,15,9,Hebrew,>JB[,>MR[,S,ptca,qal,subs,Subj
37057,Exodus,15,11,Hebrew,>DR[,,ptc,ptca,nif,verb,PreC
37061,Exodus,15,11,Hebrew,JR>[,,ptc,ptca,nif,verb,PreC
37063,Exodus,15,11,Hebrew,<FH[,,ptc,ptca,qal,subs,PreC
37086,Exodus,15,14,Hebrew,JCB[,>XZ[,S-ptc,ptca,qal,subs,Objc
37098,Exodus,15,15,Hebrew,JCB[,MWG[,S,ptca,qal,subs,Subj
37208,Exodus,15,21,Hebrew,RKB[,RMH[,ptc,ptca,qal,subs,Objc
37328,Exodus,15,26,Hebrew,RP>[,,S-ptc,ptca,qal,subs,PreC
37444,Exodus,16,4,Hebrew,MVR[,,ptc,ptca,hif,verb,PreC
37553,Exodus,16,8,Hebrew,LWN[,,S-ptc,ptca,hif,verb,PreC
37677,Exodus,16,14,Hebrew,XSPS[,,S,ptcp,pual,adjv,Subj
37746,Exodus,16,17,Hebrew,RBH[,,ptc,ptca,hif,verb,PreC
37749,Exodus,16,17,Hebrew,M<V[,,ptc,ptca,hif,verb,PreC
37759,Exodus,16,18,Hebrew,RBH[,,ptc,ptca,hif,verb,PreC
37762,Exodus,16,18,Hebrew,M<V[,,ptc,ptca,hif,verb,PreC
37871,Exodus,16,23,Hebrew,<DP[,NWX[,ptc,ptca,qal,subs,Objc
37968,Exodus,16,29,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
38105,Exodus,16,35,Hebrew,JCB[,,ptc,ptca,nif,adjv,Cmpl
38253,Exodus,17,6,Hebrew,<MD[,,ptc,ptca,qal,verb,PreC
38333,Exodus,17,9,Hebrew,NYB[,,S-ptc,ptca,nif,verb,PreC
38484,Exodus,18,1,Hebrew,XTN[,CM<[,S,ptca,qal,subs,Subj
38507,Exodus,18,2,Hebrew,XTN[,LQX[,S,ptca,qal,subs,Subj
38549,Exodus,18,5,Hebrew,XTN[,BW>[,S,ptca,qal,subs,Subj
38562,Exodus,18,5,Hebrew,XNH[,,S-ptc,ptca,qal,verb,PreC
38572,Exodus,18,6,Hebrew,XTN[,,S-ptc,ptca,qal,subs,Subj
38574,Exodus,18,6,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
38587,Exodus,18,7,Hebrew,XTN[,QR>=[,ptc,ptca,qal,subs,Objc
38608,Exodus,18,8,Hebrew,XTN[,SPR[,S-ptc,ptca,qal,subs,Cmpl
38654,Exodus,18,10,Hebrew,BRK[,,ptc-S,ptcp,qal,verb,PreC
38694,Exodus,18,12,Hebrew,XTN[,LQX[,S,ptca,qal,subs,Subj
38712,Exodus,18,12,Hebrew,XTN[,>KL[,ptc,ptca,qal,subs,Adju
38744,Exodus,18,14,Hebrew,XTN[,R>H[,S,ptca,qal,subs,Subj
38750,Exodus,18,14,Hebrew,<FH[,,S-ptc,ptca,qal,verb,PreC
38763,Exodus,18,14,Hebrew,<FH[,,S-ptc,ptca,qal,verb,PreC
38769,Exodus,18,14,Hebrew,JCB[,,S-ptc,ptca,qal,verb,PreC
38776,Exodus,18,14,Hebrew,NYB[,,S-ptc,ptca,nif,verb,PreC
38786,Exodus,18,15,Hebrew,XTN[,>MR[,S-ptc,ptca,qal,subs,Cmpl
38819,Exodus,18,17,Hebrew,XTN[,>MR[,S,ptca,qal,subs,Subj
38828,Exodus,18,17,Hebrew,<FH[,,S-ptc,ptca,qal,verb,PreC
38913,Exodus,18,21,Hebrew,FN>[,XZH[,S-ptc,ptca,qal,adjv,Objc
38989,Exodus,18,24,Hebrew,XTN[,CM<[,S-ptc,ptca,qal,subs,Cmpl
39047,Exodus,18,27,Hebrew,XTN[,CLX[,S-ptc,ptca,qal,subs,Objc
39226,Exodus,19,9,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
39275,Exodus,19,11,Hebrew,KWN[,HJH[,ptc,ptca,nif,adjv,PreC
39317,Exodus,19,12,Hebrew,NG<[,,ptc,ptca,qal,verb,PreC
39371,Exodus,19,15,Hebrew,KWN[,HJH[,ptc,ptca,nif,adjv,PreC
39466,Exodus,19,19,Hebrew,HLK[,,S-ptc,ptca,qal,verb,PreC
39525,Exodus,19,22,Hebrew,NGC[,,ptc,ptca,nif,verb,PreC
39666,Exodus,20,5,Hebrew,PQD[,,ptc,ptca,qal,verb,PreC
39677,Exodus,20,5,Hebrew,FN>[,,ptc,ptca,qal,subs,Cmpl
39679,Exodus,20,6,Hebrew,<FH[,,ptc-ptc-ptc,ptca,qal,verb,PreC
39684,Exodus,20,6,Hebrew,>HB[,,ptc-ptc-ptc,ptca,qal,subs,Cmpl
39687,Exodus,20,6,Hebrew,CMR[,,ptc-ptc-ptc,ptca,qal,subs,Cmpl
39803,Exodus,20,12,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
39842,Exodus,20,18,Hebrew,R>H[,,S-ptc,ptca,qal,verb,PreC
40188,Exodus,21,12,Hebrew,NKH[,,ptc,ptca,hif,verb,PreC
40228,Exodus,21,15,Hebrew,NKH[,,ptc,ptca,hif,verb,PreC
40235,Exodus,21,16,Hebrew,GNB[,,ptc,ptca,qal,verb,PreC
40246,Exodus,21,17,Hebrew,QLL[,,ptc,ptca,piel,verb,PreC
40285,Exodus,21,19,Hebrew,NKH[,,ptc,ptca,hif,verb,PreC
40536,Exodus,21,34,Hebrew,MWT[,HJH[,S,ptca,qal,subs,Subj
40564,Exodus,21,35,Hebrew,MWT[,XYH[,ptc,ptca,qal,subs,Objc
40587,Exodus,21,36,Hebrew,MWT[,HJH[,S,ptca,qal,subs,Subj
40697,Exodus,22,5,Hebrew,B<R[,,ptc,ptca,hif,verb,PreC
40798,Exodus,22,9,Hebrew,R>H[,,ptc,ptca,qal,verb,PreC
40891,Exodus,22,17,Hebrew,KCP[,XJH[,ptc,ptca,piel,subs,Objc
40895,Exodus,22,18,Hebrew,CKB[,,ptc,ptca,qal,verb,PreC
40900,Exodus,22,19,Hebrew,ZBX[,,ptc,ptca,qal,verb,PreC
40970,Exodus,22,24,Hebrew,NC>[,HJH[,ptc,ptca,qal,subs,Adju
41101,Exodus,23,4,Hebrew,>JB[,PG<[,ptc,ptca,qal,subs,Objc
41104,Exodus,23,4,Hebrew,T<H[,,ptc,ptca,qal,verb,PreC
41111,Exodus,23,5,Hebrew,FN>[,R>H[,ptc,ptca,qal,subs,Objc
41112,Exodus,23,5,Hebrew,RBY[,,ptc,ptca,qal,verb,PreC
41346,Exodus,23,20,Hebrew,CLX[,,S-ptc,ptca,qal,verb,PreC
41396,Exodus,23,22,Hebrew,>JB[,>JB[,ptc,ptca,qal,subs,Objc
41400,Exodus,23,22,Hebrew,YRR=[,YRR=[,ptc,ptca,qal,subs,Objc
41465,Exodus,23,26,Hebrew,CKL[,HJH[,S,ptca,piel,subs,Subj
41492,Exodus,23,27,Hebrew,>JB[,NTN[,ptc,ptca,qal,subs,Objc
41570,Exodus,23,31,Hebrew,JCB[,NTN[,ptc,ptca,qal,subs,Objc
41866,Exodus,24,13,Hebrew,CRT[,QWM[,S,ptca,piel,subs,Subj
41943,Exodus,24,17,Hebrew,>KL[,,S-ptc,ptca,qal,adjv,PreC
42027,Exodus,25,5,Hebrew,>DM[,,ptc,ptcp,pual,adjv,Objc
42072,Exodus,25,9,Hebrew,R>H[,,S-ptc,ptca,hif,verb,PreC
42251,Exodus,25,20,Hebrew,PRF[,HJH[,S-ptc,ptca,qal,subs,PreC
42255,Exodus,25,20,Hebrew,SKK[,,ptc,ptca,qal,verb,PreC
42462,Exodus,25,32,Hebrew,JY>[,,S-ptc,ptca,qal,verb,PreC
42509,Exodus,25,33,Hebrew,JY>[,,ptc,ptca,qal,verb,PreC
42549,Exodus,25,35,Hebrew,JY>[,,ptc,ptca,qal,verb,PreC
42602,Exodus,25,40,Hebrew,R>H[,,S-ptc,ptcp,hof,verb,PreC
42614,Exodus,26,1,Hebrew,CZR[,<FH[,ptc-ptc,ptcp,hof,adjv,Objc
42624,Exodus,26,1,Hebrew,XCB[,<FH[,ptc-ptc,ptca,qal,subs,Objc
42658,Exodus,26,3,Hebrew,XBR[,HJH[,S-ptc,ptca,qal,verb,PreC
42665,Exodus,26,3,Hebrew,XBR[,,S-ptc,ptca,qal,verb,PreC
42720,Exodus,26,5,Hebrew,QBL[,,ptc-S,ptca,hif,verb,PreC
42863,Exodus,26,12,Hebrew,<DP[,,ptc,ptca,qal,verb,PreC
42872,Exodus,26,12,Hebrew,<DP[,,ptc,ptca,qal,verb,PreC
42890,Exodus,26,13,Hebrew,<DP[,,ptc,ptca,qal,verb,PreC
42917,Exodus,26,14,Hebrew,>DM[,<FH[,ptc,ptcp,pual,adjv,Objc
42935,Exodus,26,15,Hebrew,<MD[,<FH[,ptc,ptca,qal,adjv,Objc
42959,Exodus,26,17,Hebrew,CLB[,,ptc,ptcp,pual,verb,PreC
43059,Exodus,26,23,Hebrew,QY<[,<FH[,ptc,ptcp,pual,subs,Cmpl
43160,Exodus,26,28,Hebrew,BRX[,,ptc,ptca,hif,verb,PreC
43211,Exodus,26,31,Hebrew,CZR[,<FH[,ptc,ptcp,hof,adjv,Objc
43213,Exodus,26,31,Hebrew,XCB[,<FH[,ptc,ptca,qal,subs,Objc
43224,Exodus,26,32,Hebrew,YPH=[,,ptc,ptcp,pual,verb,PreC
43322,Exodus,26,36,Hebrew,CZR[,<FH[,ptc,ptcp,hof,adjv,Objc
43324,Exodus,26,36,Hebrew,RQM[,,ptc,ptca,qal,subs,Objc
43359,Exodus,27,1,Hebrew,RB<[,HJH[,ptc-S,ptcp,qal,adjv,PreC
43466,Exodus,27,8,Hebrew,NBB[,<FH[,ptc,ptcp,qal,adjv,PrAd
43494,Exodus,27,9,Hebrew,CZR[,,ptc,ptcp,hof,adjv,Objc
43610,Exodus,27,16,Hebrew,CZR[,,ptc-ptc,ptcp,hof,adjv,PreC
43612,Exodus,27,16,Hebrew,RQM[,,ptc-ptc,ptca,qal,subs,PreC
43623,Exodus,27,17,Hebrew,XCQ[,,S-ptc,ptcp,pual,verb,PreC
43647,Exodus,27,18,Hebrew,CZR[,,S-ptc,ptcp,hof,adjv,PreC
43846,Exodus,28,6,Hebrew,CZR[,<FH[,ptc,ptcp,hof,adjv,Objc
43848,Exodus,28,6,Hebrew,XCB[,,ptc,ptca,qal,subs,PreC
43851,Exodus,28,7,Hebrew,XBR[,HJH[,S,ptca,qal,adjv,Subj
43877,Exodus,28,8,Hebrew,CZR[,,ptc,ptcp,hof,adjv,PreC
43904,Exodus,28,10,Hebrew,JTR[,,ptc,ptca,nif,adjv,Objc
43926,Exodus,28,11,Hebrew,SBB[,<FH[,ptc,ptcp,hof,adjv,PrAd
43987,Exodus,28,15,Hebrew,XCB[,<FH[,ptc,ptca,qal,subs,Objc
44001,Exodus,28,15,Hebrew,CZR[,<FH[,ptc,ptcp,hof,adjv,Objc
44004,Exodus,28,16,Hebrew,RB<[,HJH[,ptc,ptcp,qal,adjv,PreC
44006,Exodus,28,16,Hebrew,KPL[,,ptc,ptcp,qal,verb,PreC
44057,Exodus,28,20,Hebrew,CBY[,,ptc,ptcp,pual,verb,PreC
44308,Exodus,28,32,Hebrew,>RG[,HJH[,ptc,ptca,qal,subs,PreC
44446,Exodus,28,39,Hebrew,RQM[,<FH[,ptc,ptca,qal,subs,Objc
44568,Exodus,29,2,Hebrew,BLL[,,ptc,ptcp,qal,verb,PreC
44575,Exodus,29,2,Hebrew,MCX[,,ptc,ptcp,qal,verb,PreC
44775,Exodus,29,13,Hebrew,KSH[,,ptc,ptca,piel,verb,PreC
45009,Exodus,29,22,Hebrew,KSH[,,ptc,ptca,piel,verb,PreC
